TOKEN;TF;IDF;TF*IDF
aave;0.001279;2.957772;0.003783
ada;0.000639;0.028855;1.8e-05
akro;0.000639;6.658211;0.004255
alcx;0.000639;6.658211;0.004255
alpha;0.001279;6.658211;0.008516
amp;0.001279;6.658211;0.008516
ampl;0.000639;5.658211;0.003616
api;0.000639;5.073249;0.003242
ast;0.000639;5.658211;0.003616
auction;0.001279;6.658211;0.008516
aaveуниверсальныйлендинг;0.000639;6.658211;0.004255
airswap;0.000639;5.658211;0.003616
akropolis;0.000639;6.658211;0.004255
alchemix;0.000639;5.658211;0.003616
ampleforth;0.000639;5.073249;0.003242
apecoin;0.000639;0.028855;1.8e-05
augur;0.000639;5.658211;0.003616
badger;0.001279;6.658211;0.008516
bal;0.000639;5.658211;0.003616
band;0.001279;5.658211;0.007237
bel;0.000639;6.658211;0.004255
bifi;0.000639;6.658211;0.004255
bnb;0.000639;0.028855;1.8e-05
bnt;0.000639;5.658211;0.003616
btc;0.000639;0.014355;9e-06
btcusdeurrubuahkzt;0.000639;1.704015;0.001089
busd;0.000639;0.028855;1.8e-05
balancer;0.000639;4.658211;0.002977
bancor;0.000639;5.658211;0.003616
beefy;0.000639;6.658211;0.004255
bella;0.000639;6.658211;0.004255
binance;0.000639;0.014355;9e-06
bitcoin;0.000639;0.014355;9e-06
bitcoinпрогнозы;0.000639;0.028855;1.8e-05
bitget;0.000639;0.014355;9e-06
bonfida;0.000639;6.658211;0.004255
buybit;0.000639;0.028855;1.8e-05
bybit;0.000639;0.014355;9e-06
c;0.000639;4.336283;0.002771
cake;0.000639;4.658211;0.002977
cdai;0.000639;6.658211;0.004255
cefidefi;0.000639;6.658211;0.004255
cex;0.000639;0.028855;1.8e-05
comp;0.000639;5.658211;0.003616
coval;0.000639;5.658211;0.003616
cream;0.001279;6.658211;0.008516
crv;0.000639;4.336283;0.002771
cusdc;0.000639;5.073249;0.003242
cvp;0.000639;5.658211;0.003616
cvx;0.000639;5.658211;0.003616
