TOKEN;TF;IDF;TF*IDF
aave;0.001657;2.957772;0.004901
ada;0.000829;0.028855;2.4e-05
api;0.000829;5.073249;0.004206
axs;0.000829;3.336283;0.002766
apecoin;0.000829;0.028855;2.4e-05
axie;0.000829;3.073249;0.002548
bat;0.000829;6.658211;0.00552
bnb;0.000829;0.028855;2.4e-05
btc;0.000829;0.014355;1.2e-05
btcusdeurrubuahkzt;0.000829;1.704015;0.001413
btt;0.000829;5.658211;0.004691
busd;0.000829;0.028855;2.4e-05
beeple;0.000829;5.658211;0.004691
binance;0.000829;0.014355;1.2e-05
bitcoin;0.000829;0.014355;1.2e-05
bitcoinпрогнозы;0.000829;0.028855;2.4e-05
bitget;0.000829;0.014355;1.2e-05
buybit;0.000829;0.028855;2.4e-05
bybit;0.000829;0.014355;1.2e-05
cex;0.000829;0.028855;2.4e-05
crv;0.000829;4.336283;0.003595
cardano;0.000829;0.028855;2.4e-05
cardanoadaada;0.000829;0.028855;2.4e-05
chain;0.000829;1.903324;0.001578
chainlink;0.000829;2.658211;0.002204
coin;0.000829;0.028855;2.4e-05
coinbnbbnb;0.000829;0.028855;2.4e-05
coinex;0.000829;0.028855;2.4e-05
coinusdcusdc;0.000829;0.028855;2.4e-05
crypto;0.001657;0.014355;2.4e-05
cryptokitties;0.000829;4.658211;0.003862
currency;0.000829;0.014355;1.2e-05
dex;0.000829;0.028855;2.4e-05
doge;0.000829;0.028855;2.4e-05
dot;0.000829;0.028855;2.4e-05
defi;0.000829;0.014355;1.2e-05
defiанонимныес;0.000829;0.028855;2.4e-05
defiдецентрализованные;0.000829;6.658211;0.00552
decentraland;0.000829;3.488286;0.002892
dogecoin;0.000829;0.028855;2.4e-05
erc;0.000829;2.13465;0.00177
eth;0.000829;0.014355;1.2e-05
eur;0.000829;0.014355;1.2e-05
earn;0.000829;1.528928;0.001267
earnпроекты;0.000829;0.028855;2.4e-05
earnтокены;0.000829;0.028855;2.4e-05
ethereum;0.000829;0.014355;1.2e-05
ethereumкурсыbitcoinbtcbtc;0.000829;0.028855;2.4e-05
