TOKEN;TF;IDF;TF*IDF
ada;0.00077;0.028855;2.2e-05
atom;0.00077;5.073249;0.003906
avax;0.00077;3.658211;0.002817
aave;0.00077;2.957772;0.002277
alonzo;0.00077;5.073249;0.003906
apecoin;0.00077;0.028855;2.2e-05
avalanche;0.00077;2.957772;0.002277
bnb;0.00077;0.028855;2.2e-05
btc;0.00077;0.014355;1.1e-05
btcusdeurrubuahkzt;0.00077;1.704015;0.001312
busd;0.00077;0.028855;2.2e-05
binance;0.00077;0.014355;1.1e-05
bitcoin;0.00077;0.014355;1.1e-05
bitcoinпрогнозы;0.00077;0.028855;2.2e-05
bitget;0.00077;0.014355;1.1e-05
blizzard;0.00077;6.658211;0.005127
buybit;0.00077;0.028855;2.2e-05
bybit;0.00077;0.014355;1.1e-05
cex;0.00077;0.028855;2.2e-05
cardano;0.00077;0.028855;2.2e-05
cardanoadaada;0.00077;0.028855;2.2e-05
chainlink;0.00077;2.658211;0.002047
coin;0.00077;0.028855;2.2e-05
coinbnbbnb;0.00077;0.028855;2.2e-05
coinex;0.00077;0.028855;2.2e-05
coinusdcusdc;0.00077;0.028855;2.2e-05
coinbase;0.00077;2.957772;0.002277
cosmos;0.00077;4.073249;0.003136
crypto;0.001541;0.014355;2.2e-05
currency;0.00077;0.014355;1.1e-05
curve;0.00077;3.658211;0.002817
dex;0.00077;0.028855;2.2e-05
doge;0.00077;0.028855;2.2e-05
dot;0.00077;0.028855;2.2e-05
defi;0.00077;0.014355;1.1e-05
defiанонимныес;0.00077;0.028855;2.2e-05
decentraland;0.00077;3.488286;0.002686
dogecoin;0.00077;0.028855;2.2e-05
eth;0.00077;0.014355;1.1e-05
eur;0.00077;0.014355;1.1e-05
earn;0.00077;1.528928;0.001177
earnпроекты;0.00077;0.028855;2.2e-05
earnтокены;0.00077;0.028855;2.2e-05
ethereum;0.00077;0.014355;1.1e-05
ethereumкурсыbitcoinbtcbtc;0.00077;0.028855;2.2e-05
ethereumперспективные;0.00077;0.028855;2.2e-05
ethereumпрогнозы;0.00077;0.028855;2.2e-05
ftx;0.00077;2.957772;0.002277
global;0.00077;3.658211;0.002817
gwei;0.00077;0.028855;2.2e-05
hitbtc;0.00077;0.028855;2.2e-05
huobi;0.00077;0.028855;2.2e-05
ico;0.00077;0.028855;2.2e-05
inushibshib;0.00077;0.028855;2.2e-05
io;0.00077;0.028855;2.2e-05
ip;0.00077;0.028855;2.2e-05
jpy;0.00077;0.028855;2.2e-05
kzt;0.00077;0.028855;2.2e-05
kraken;0.00077;3.850857;0.002965
kucoin;0.00077;0.028855;2.2e-05
land;0.00077;5.658211;0.004357
link;0.00077;2.751321;0.002119
ltc;0.00077;0.028855;2.2e-05
litecoin;0.00077;0.014355;1.1e-05
mana;0.00077;3.658211;0.002817
matic;0.00077;3.336283;0.002569
max;0.001541;0.103623;0.00016
mexc;0.00077;0.028855;2.2e-05
min;0.001541;0.103623;0.00016
move;0.00077;0.028855;2.2e-05
nft;0.00077;0.014355;1.1e-05
nominex;0.00077;0.028855;2.2e-05
okx;0.00077;0.028855;2.2e-05
p;0.00077;2.265894;0.001745
phemex;0.00077;0.014355;1.1e-05
play;0.00077;0.028855;2.2e-05
plutus;0.00077;6.658211;0.005127
pos;0.00077;2.658211;0.002047
pow;0.00077;2.658211;0.002047
polkadot;0.00077;0.028855;2.2e-05
poloniex;0.00077;0.028855;2.2e-05
polygon;0.00077;0.372809;0.000287
proof;0.00077;2.014355;0.001551
protocol;0.00077;0.028855;2.2e-05
rub;0.00077;0.014355;1.1e-05
ravencoin;0.00077;0.028855;2.2e-05
ripplexrpxrp;0.00077;0.028855;2.2e-05
rush;0.00077;6.658211;0.005127
shib;0.00077;0.028855;2.2e-05
shiba;0.00077;0.028855;2.2e-05
sol;0.00077;0.028855;2.2e-05
solana;0.00077;0.014355;1.1e-05
solanasolsol;0.00077;0.028855;2.2e-05
stake;0.00077;2.488286;0.001916
sushiswap;0.00077;3.658211;0.002817
telegram;0.00077;0.028855;2.2e-05
tether;0.00077;0.014355;1.1e-05
tetherusdtusdt;0.00077;0.028855;2.2e-05
token;0.00077;0.028855;2.2e-05
twitter;0.00077;0.014355;1.1e-05
uah;0.00077;0.028855;2.2e-05
uni;0.00077;0.028855;2.2e-05
usd;0.00077;0.014355;1.1e-05
usdbusdbusd;0.00077;0.028855;2.2e-05
usdc;0.00077;0.014355;1.1e-05
usdeurrubuahkzt;0.00077;0.028855;2.2e-05
usdt;0.00077;0.014355;1.1e-05
uniswap;0.00077;0.028855;2.2e-05
vk;0.00077;0.058299;4.5e-05
vpn;0.00077;0.028855;2.2e-05
whatsapp;0.00077;0.043502;3.3e-05
xrp;0.00077;0.028855;2.2e-05
youtube;0.00077;0.028855;2.2e-05
comвсе;0.00077;0.028855;2.2e-05
dapps;0.00077;2.336283;0.001799
info;0.00077;0.028855;2.2e-05
of;0.00077;0.182478;0.000141
ru;0.00077;0.014355;1.1e-05
to;0.00077;0.028855;2.2e-05
аваланчи;0.00077;6.658211;0.005127
авиабилеты;0.00077;0.028855;2.2e-05
автосалоны;0.00077;0.028855;2.2e-05
агентства;0.00077;0.028855;2.2e-05
администрация;0.00077;0.028855;2.2e-05
академия;0.00077;0.028855;2.2e-05
аккаунты;0.00077;0.028855;2.2e-05
акции;0.001541;0.549687;0.000847
американские;0.00077;0.028855;2.2e-05
анонимные;0.00077;1.658211;0.001277
аренда;0.001541;0.028855;4.4e-05
безопасность;0.00077;0.028855;2.2e-05
белорусские;0.00077;0.028855;2.2e-05
биржи;0.001541;0.014355;2.2e-05
биткоин;0.001541;0.014355;2.2e-05
блоги;0.00077;0.014355;1.1e-05
блокчейн;0.001541;0.014355;2.2e-05
быстро;0.001541;0.014355;2.2e-05
важно;0.00077;2.488286;0.001916
вакансии;0.00077;0.014355;1.1e-05
видео;0.00077;0.028855;2.2e-05
влияние;0.001541;3.658211;0.005637
внедрение;0.00077;2.957772;0.002277
возможные;0.001541;4.073249;0.006277
волатильные;0.00077;1.658211;0.001277
вопросы;0.001541;0.014355;2.2e-05
восходящая;0.00077;6.658211;0.005127
вторая;0.00077;3.658211;0.002817
вход;0.00077;0.014355;1.1e-05
выбирая;0.00077;5.073249;0.003906
выражается;0.00077;1.704015;0.001312
высокая;0.001541;1.80023;0.002774
высокий;0.001541;3.073249;0.004736
газ;0.001541;0.028855;4.4e-05
где;0.001541;1.903324;0.002933
главная;0.00077;0.014355;1.1e-05
данный;0.00077;0.028855;2.2e-05
действий;0.00077;3.073249;0.002366
держать;0.00077;5.073249;0.003906
децентрализованные;0.001541;0.014355;2.2e-05
дзен;0.00077;0.028855;2.2e-05
динамика;0.00077;0.727474;0.00056
доля;0.00077;3.850857;0.002965
евгений;0.00077;1.704015;0.001312
ее;0.001541;0.300659;0.000463
еще;0.001541;0.014355;2.2e-05
задать;0.00077;0.014355;1.1e-05
задача;0.00077;4.658211;0.003587
закон;0.00077;0.028855;2.2e-05
заместитель;0.00077;1.704015;0.001312
значение;0.001541;1.372809;0.002115
игры;0.001541;1.613817;0.002487
известные;0.001541;3.336283;0.005141
изменения;0.00077;0.058299;4.5e-05
изучить;0.001541;3.488286;0.005375
инвестирование;0.00077;0.028855;2.2e-05
инвестиции;0.001541;2.19878;0.003388
инвесторам;0.001541;2.410284;0.003714
инициатива;0.00077;5.073249;0.003906
институциональные;0.00077;0.028855;2.2e-05
интервью;0.00077;0.028855;2.2e-05
интерес;0.001541;2.570749;0.003962
инфографика;0.00077;0.028855;2.2e-05
казахстанские;0.00077;0.028855;2.2e-05
какую;0.00077;1.570749;0.001209
календарь;0.00077;0.028855;2.2e-05
калькулятор;0.00077;0.028855;2.2e-05
капитализация;0.001541;0.028855;4.4e-05
кардано;0.00077;3.658211;0.002817
карта;0.00077;0.028855;2.2e-05
кастодиальные;0.00077;0.014355;1.1e-05
категории;0.00077;1.613817;0.001243
китайские;0.00077;0.028855;2.2e-05
клуб;0.00077;0.028855;2.2e-05
ключевыми;0.00077;6.658211;0.005127
книга;0.00077;0.028855;2.2e-05
коин;0.001541;2.957772;0.004558
количество;0.001541;0.265894;0.00041
комиссии;0.00077;2.13465;0.001644
конкуренты;0.00077;1.613817;0.001243
конкуренции;0.00077;3.658211;0.002817
корейские;0.00077;0.028855;2.2e-05
