TOKEN;TF;IDF;TF*IDF
ada;0.000852;0.028855;2.5e-05
asic;0.000852;3.658211;0.003117
account;0.000852;6.658211;0.005673
apecoin;0.000852;0.028855;2.5e-05
apple;0.000852;5.073249;0.004322
black;0.000852;0.592122;0.000504
bmc;0.000852;6.658211;0.005673
bnb;0.000852;0.028855;2.5e-05
btc;0.000852;0.014355;1.2e-05
btcusdeurrubuahkzt;0.000852;1.704015;0.001452
busd;0.000852;0.028855;2.5e-05
binance;0.000852;0.014355;1.2e-05
bitcoin;0.000852;0.014355;1.2e-05
bitcoinпрогнозы;0.000852;0.028855;2.5e-05
bitget;0.000852;0.014355;1.2e-05
blackmoon;0.000852;6.658211;0.005673
buybit;0.000852;0.028855;2.5e-05
bybit;0.000852;0.014355;1.2e-05
cex;0.000852;0.028855;2.5e-05
cardano;0.000852;0.028855;2.5e-05
cardanoadaada;0.000852;0.028855;2.5e-05
chain;0.000852;1.903324;0.001622
client;0.000852;6.658211;0.005673
coin;0.000852;0.028855;2.5e-05
coinbnbbnb;0.000852;0.028855;2.5e-05
coinex;0.000852;0.028855;2.5e-05
coinusdcusdc;0.000852;0.028855;2.5e-05
crypto;0.001704;0.014355;2.4e-05
currency;0.000852;0.014355;1.2e-05
dex;0.000852;0.028855;2.5e-05
doge;0.000852;0.028855;2.5e-05
dot;0.000852;0.028855;2.5e-05
defi;0.000852;0.014355;1.2e-05
defiанонимныес;0.000852;0.028855;2.5e-05
dogecoin;0.000852;0.028855;2.5e-05
emc;0.000852;6.658211;0.005673
erc;0.000852;2.13465;0.001819
eth;0.000852;0.014355;1.2e-05
eur;0.000852;0.014355;1.2e-05
earn;0.000852;1.528928;0.001303
earnпроекты;0.000852;0.028855;2.5e-05
earnтокены;0.000852;0.028855;2.5e-05
emercoin;0.000852;6.658211;0.005673
ethereum;0.000852;0.014355;1.2e-05
ethereumкурсыbitcoinbtcbtc;0.000852;0.028855;2.5e-05
ethereumперспективные;0.000852;0.028855;2.5e-05
ethereumпрогнозы;0.000852;0.028855;2.5e-05
exchange;0.000852;0.429393;0.000366
face;0.000852;6.658211;0.005673
faceid;0.000852;6.658211;0.005673
garrett;0.000852;6.658211;0.005673
gwei;0.000852;0.028855;2.5e-05
hmq;0.000852;6.658211;0.005673
hitbtc;0.000852;0.028855;2.5e-05
humaniq;0.000852;6.658211;0.005673
huobi;0.000852;0.028855;2.5e-05
ico;0.000852;0.028855;2.5e-05
id;0.000852;5.658211;0.004821
inushibshib;0.000852;0.028855;2.5e-05
io;0.000852;0.028855;2.5e-05
ip;0.000852;0.028855;2.5e-05
jpy;0.000852;0.028855;2.5e-05
kzt;0.000852;0.028855;2.5e-05
kucoin;0.000852;0.028855;2.5e-05
ltc;0.000852;0.028855;2.5e-05
leasingулучшение;0.000852;6.658211;0.005673
lite;0.000852;6.658211;0.005673
litecoin;0.000852;0.014355;1.2e-05
london;0.000852;4.073249;0.00347
max;0.001704;0.103623;0.000177
mexc;0.000852;0.028855;2.5e-05
