TOKEN;TF;IDF;TF*IDF
ada;0.001024;0.028855;3e-05
amazy;0.001024;6.658211;0.006818
android;0.001024;3.658211;0.003746
apecoin;0.001024;0.028855;3e-05
bnb;0.001024;0.028855;3e-05
btc;0.001024;0.014355;1.5e-05
btcusdeurrubuahkzt;0.001024;1.704015;0.001745
busd;0.001024;0.028855;3e-05
binance;0.001024;0.014355;1.5e-05
bitcoin;0.001024;0.014355;1.5e-05
bitcoinпрогнозы;0.001024;0.028855;3e-05
bitget;0.001024;0.014355;1.5e-05
buybit;0.001024;0.028855;3e-05
bybit;0.001024;0.014355;1.5e-05
cex;0.001024;0.028855;3e-05
cardano;0.001024;0.028855;3e-05
cardanoadaada;0.001024;0.028855;3e-05
chaine;0.001024;6.658211;0.006818
coin;0.001024;0.028855;3e-05
coinbnbbnb;0.001024;0.028855;3e-05
coinex;0.001024;0.028855;3e-05
coingecko;0.001024;5.658211;0.005794
coinusdcusdc;0.001024;0.028855;3e-05
crypto;0.002047;0.014355;2.9e-05
currency;0.001024;0.014355;1.5e-05
d;0.001024;4.336283;0.00444
dex;0.001024;0.028855;3e-05
doge;0.001024;0.028855;3e-05
dot;0.001024;0.028855;3e-05
defi;0.001024;0.014355;1.5e-05
defiанонимныес;0.001024;0.028855;3e-05
digital;0.001024;4.658211;0.00477
dogecoin;0.001024;0.028855;3e-05
dotmoovs;0.001024;6.658211;0.006818
e;0.002047;0.448758;0.000919
eth;0.001024;0.014355;1.5e-05
eur;0.001024;0.014355;1.5e-05
earn;0.002047;1.528928;0.00313
earnplay;0.001024;6.658211;0.006818
earnпроекты;0.001024;0.028855;3e-05
earnтокены;0.001024;0.028855;3e-05
economy;0.001024;5.658211;0.005794
ethereum;0.001024;0.014355;1.5e-05
ethereumкурсыbitcoinbtcbtc;0.001024;0.028855;3e-05
ethereumперспективные;0.001024;0.028855;3e-05
ethereumпрогнозы;0.001024;0.028855;3e-05
fitness;0.001024;6.658211;0.006818
fitnessfi;0.001024;6.658211;0.006818
fund;0.001024;5.658211;0.005794
gene;0.001024;5.073249;0.005195
gmt;0.001024;4.336283;0.00444
gps;0.001024;6.658211;0.006818
gst;0.001024;5.658211;0.005794
gamefi;0.001024;3.850857;0.003943
genopets;0.001024;5.073249;0.005195
gwei;0.001024;0.028855;3e-05
hitbtc;0.001024;0.028855;3e-05
huobi;0.001024;0.028855;3e-05
icb;0.001024;6.658211;0.006818
ico;0.001024;0.028855;3e-05
inushibshib;0.001024;0.028855;3e-05
io;0.001024;0.028855;3e-05
ip;0.001024;0.028855;3e-05
jpy;0.001024;0.028855;3e-05
kzt;0.001024;0.028855;3e-05
kucoin;0.001024;0.028855;3e-05
ltc;0.001024;0.028855;3e-05
litecoin;0.001024;0.014355;1.5e-05
m;0.002047;5.658211;0.011582
max;0.002047;0.103623;0.000212
mexc;0.001024;0.028855;3e-05
min;0.002047;0.103623;0.000212
moov;0.001024;6.658211;0.006818
move;0.002047;0.028855;5.9e-05
nft;0.001024;0.014355;1.5e-05
nominex;0.001024;0.028855;3e-05
okx;0.001024;0.028855;3e-05
p;0.001024;2.265894;0.00232
phemex;0.001024;0.014355;1.5e-05
play;0.001024;0.028855;3e-05
polkadot;0.001024;0.028855;3e-05
poloniex;0.001024;0.028855;3e-05
protocol;0.001024;0.028855;3e-05
rub;0.001024;0.014355;1.5e-05
ravencoin;0.001024;0.028855;3e-05
ripplexrpxrp;0.001024;0.028855;3e-05
shib;0.001024;0.028855;3e-05
shiba;0.001024;0.028855;3e-05
sol;0.001024;0.028855;3e-05
stepn;0.002047;4.658211;0.009535
sweat;0.002047;6.658211;0.013629
smart;0.001024;1.80023;0.001843
solana;0.001024;0.014355;1.5e-05
solanasolsol;0.001024;0.028855;3e-05
telegram;0.001024;0.028855;3e-05
tether;0.001024;0.014355;1.5e-05
tetherusdtusdt;0.001024;0.028855;3e-05
token;0.001024;0.028855;3e-05
twitter;0.001024;0.014355;1.5e-05
uah;0.001024;0.028855;3e-05
uni;0.001024;0.028855;3e-05
usd;0.001024;0.014355;1.5e-05
usdbusdbusd;0.001024;0.028855;3e-05
usdc;0.001024;0.014355;1.5e-05
usdeurrubuahkzt;0.001024;0.028855;3e-05
usdt;0.001024;0.014355;1.5e-05
uniswap;0.001024;0.028855;3e-05
vk;0.001024;0.058299;6e-05
vpn;0.001024;0.028855;3e-05
walken;0.001024;6.658211;0.006818
whatsapp;0.001024;0.043502;4.5e-05
whitepaper;0.001024;5.073249;0.005195
xrp;0.001024;0.028855;3e-05
youtube;0.001024;0.028855;3e-05
comвсе;0.001024;0.028855;3e-05
iosигры;0.001024;6.658211;0.006818
info;0.001024;0.028855;3e-05
ru;0.001024;0.014355;1.5e-05
to;0.001024;0.028855;3e-05
аарон;0.001024;6.658211;0.006818
авиабилеты;0.001024;0.028855;3e-05
автосалоны;0.001024;0.028855;3e-05
агентства;0.001024;0.028855;3e-05
администрация;0.001024;0.028855;3e-05
академия;0.001024;0.028855;3e-05
аккаунты;0.001024;0.028855;3e-05
алгоритм;0.002047;2.13465;0.00437
американские;0.001024;0.028855;3e-05
аналитик;0.001024;3.658211;0.003746
анонимные;0.001024;1.658211;0.001698
аренда;0.002047;0.028855;5.9e-05
безопасность;0.001024;0.028855;3e-05
белорусские;0.001024;0.028855;3e-05
биржи;0.002047;0.014355;2.9e-05
битва;0.001024;6.658211;0.006818
биткоин;0.001024;0.014355;1.5e-05
блоги;0.001024;0.014355;1.5e-05
блокчейн;0.002047;0.014355;2.9e-05
большинство;0.001024;2.13465;0.002186
быстро;0.002047;0.014355;2.9e-05
вакансии;0.001024;0.014355;1.5e-05
видео;0.001024;0.028855;3e-05
волатильные;0.001024;1.658211;0.001698
вопросы;0.002047;0.014355;2.9e-05
вход;0.001024;0.014355;1.5e-05
выплата;0.001024;4.658211;0.00477
выражается;0.001024;1.704015;0.001745
газ;0.001024;0.028855;3e-05
главная;0.001024;0.014355;1.5e-05
главное;0.001024;4.073249;0.004171
данный;0.001024;0.028855;3e-05
двигайся;0.001024;6.658211;0.006818
десктопной;0.001024;6.658211;0.006818
децентрализованные;0.001024;0.014355;1.5e-05
дзен;0.001024;0.028855;3e-05
доступны;0.001024;2.336283;0.002392
доход;0.002047;2.850857;0.005836
евгений;0.001024;1.704015;0.001745
ежедневно;0.002047;3.488286;0.007141
есть;0.002047;1.231947;0.002522
еще;0.002047;0.014355;2.9e-05
загрузить;0.001024;3.19878;0.003276
задать;0.001024;0.014355;1.5e-05
закон;0.001024;0.028855;3e-05
заместитель;0.001024;1.704015;0.001745
значение;0.002047;1.372809;0.00281
игры;0.002047;1.613817;0.003303
идея;0.001024;3.19878;0.003276
изменения;0.001024;0.058299;6e-05
инвестирование;0.001024;0.028855;3e-05
институциональные;0.001024;0.028855;3e-05
интервью;0.001024;0.028855;3e-05
инфографика;0.001024;0.028855;3e-05
искусственный;0.001024;5.658211;0.005794
казахстанские;0.001024;0.028855;3e-05
какую;0.001024;1.570749;0.001608
календарь;0.001024;0.028855;3e-05
калькулятор;0.001024;0.028855;3e-05
капитализация;0.002047;0.028855;5.9e-05
карта;0.001024;0.028855;3e-05
кастодиальные;0.001024;0.014355;1.5e-05
категории;0.001024;1.613817;0.001653
китайские;0.001024;0.028855;3e-05
клуб;0.001024;0.028855;3e-05
книга;0.001024;0.028855;3e-05
конкуренты;0.001024;1.613817;0.001653
концепция;0.002047;4.336283;0.008876
корейские;0.001024;0.028855;3e-05
кошельки;0.002047;0.014355;2.9e-05
криптобиржи;0.002047;0.028855;5.9e-05
криптовалюта;0.002047;0.014355;2.9e-05
криптовалюту;0.002047;0.014355;2.9e-05
криптовалюты;0.002047;0.014355;2.9e-05
криптопроекты;0.001024;0.028855;3e-05
криптосервисы;0.001024;0.028855;3e-05
критерии;0.001024;3.850857;0.003943
купить;0.002047;0.014355;2.9e-05
купитьbinance;0.001024;0.13465;0.000138
купитьcoinbase;0.001024;1.265894;0.001296
купитьexmo;0.001024;1.410284;0.001444
купитьgateio;0.001024;0.985786;0.001009
купитьokx;0.001024;1.410284;0.001444
купитьpoloniex;0.001024;0.488286;0.0005
купитьсмотреть;0.001024;1.336283;0.001368
лукин;0.001024;1.704015;0.001745
лучшие;0.001024;0.014355;1.5e-05
майнинг;0.001024;0.014355;1.5e-05
медленно;0.001024;0.028855;3e-05
мероприятия;0.001024;0.028855;3e-05
минимальные;0.001024;4.073249;0.004171
мнение;0.001024;4.073249;0.004171
модель;0.001024;3.336283;0.003416
можно;0.002047;0.088356;0.000181
монеты;0.002047;0.014355;2.9e-05
мониторинг;0.001024;0.028855;3e-05
мы;0.001024;0.028855;3e-05
наименее;0.001024;1.658211;0.001698
нативные;0.002047;4.336283;0.008876
некастодиальные;0.001024;0.014355;1.5e-05
некоторые;0.002047;2.19878;0.004501
новости;0.002047;0.014355;2.9e-05
новые;0.002047;0.014355;2.9e-05
нужно;0.002047;1.372809;0.00281
обеспеченные;0.001024;1.704015;0.001745
обзор;0.001024;0.043502;4.5e-05
