TOKEN;TF;IDF;TF*IDF
aave;0.002075;2.957772;0.006137
ada;0.001037;0.028855;3e-05
alita;0.002075;5.658211;0.011741
avax;0.001037;3.658211;0.003794
awo;0.001037;5.658211;0.005868
aiwork;0.001037;5.658211;0.005868
apecoin;0.001037;0.028855;3e-05
avalanche;0.001037;2.957772;0.003067
blry;0.001037;5.658211;0.005868
bnb;0.001037;0.028855;3e-05
btc;0.001037;0.014355;1.5e-05
btcusdeurrubuahkzt;0.001037;1.704015;0.001767
btv;0.001037;5.073249;0.005261
busd;0.001037;0.028855;3e-05
billarycoin;0.001037;5.658211;0.005868
binance;0.001037;0.014355;1.5e-05
bitcoin;0.001037;0.014355;1.5e-05
bitcoinпрогнозы;0.001037;0.028855;3e-05
bitget;0.001037;0.014355;1.5e-05
bitvote;0.001037;5.658211;0.005868
buybit;0.001037;0.028855;3e-05
bybit;0.001037;0.014355;1.5e-05
cex;0.001037;0.028855;3e-05
cardano;0.001037;0.028855;3e-05
cardanoadaada;0.001037;0.028855;3e-05
coin;0.001037;0.028855;3e-05
coinbnbbnb;0.001037;0.028855;3e-05
coinex;0.001037;0.028855;3e-05
coinusdcusdc;0.001037;0.028855;3e-05
crypto;0.002075;0.014355;3e-05
currency;0.001037;0.014355;1.5e-05
dex;0.001037;0.028855;3e-05
doge;0.001037;0.028855;3e-05
dot;0.001037;0.028855;3e-05
defi;0.001037;0.014355;1.5e-05
defiанонимныес;0.001037;0.028855;3e-05
dogecoin;0.001037;0.028855;3e-05
egld;0.001037;4.658211;0.004831
eth;0.001037;0.014355;1.5e-05
eur;0.001037;0.014355;1.5e-05
earn;0.001037;1.528928;0.001585
earnпроекты;0.001037;0.028855;3e-05
earnтокены;0.001037;0.028855;3e-05
elrond;0.001037;4.073249;0.004224
ethereum;0.001037;0.014355;1.5e-05
ethereumкурсыbitcoinbtcbtc;0.001037;0.028855;3e-05
ethereumперспективные;0.001037;0.028855;3e-05
ethereumпрогнозы;0.001037;0.028855;3e-05
gwei;0.001037;0.028855;3e-05
htdf;0.001037;5.658211;0.005868
hitbtc;0.001037;0.028855;3e-05
huobi;0.001037;0.028855;3e-05
ico;0.001037;0.028855;3e-05
inushibshib;0.001037;0.028855;3e-05
io;0.001037;0.028855;3e-05
ip;0.001037;0.028855;3e-05
jpy;0.001037;0.028855;3e-05
kzt;0.001037;0.028855;3e-05
kucoin;0.001037;0.028855;3e-05
ltc;0.001037;0.028855;3e-05
litecoin;0.001037;0.014355;1.5e-05
matic;0.001037;3.336283;0.00346
max;0.002075;0.103623;0.000215
mexc;0.001037;0.028855;3e-05
min;0.002075;0.103623;0.000215
mpro;0.001037;5.658211;0.005868
mediumproject;0.001037;5.658211;0.005868
move;0.001037;0.028855;3e-05
nft;0.001037;0.014355;1.5e-05
network;0.001037;2.13465;0.002214
nominex;0.001037;0.028855;3e-05
okx;0.001037;0.028855;3e-05
orient;0.001037;5.658211;0.005868
p;0.001037;2.265894;0.00235
phemex;0.001037;0.014355;1.5e-05
play;0.001037;0.028855;3e-05
polkadot;0.001037;0.028855;3e-05
poloniex;0.001037;0.028855;3e-05
polygon;0.001037;0.372809;0.000387
proof;0.001037;2.014355;0.002089
protocol;0.001037;0.028855;3e-05
rub;0.001037;0.014355;1.5e-05
ravencoin;0.001037;0.028855;3e-05
ripple;0.001037;0.372809;0.000387
ripplexrpxrp;0.001037;0.028855;3e-05
shib;0.001037;0.028855;3e-05
shiba;0.001037;0.028855;3e-05
sol;0.001037;0.028855;3e-05
solana;0.001037;0.014355;1.5e-05
solanasolsol;0.001037;0.028855;3e-05
telegram;0.001037;0.028855;3e-05
tether;0.001037;0.014355;1.5e-05
tetherusdtusdt;0.001037;0.028855;3e-05
token;0.001037;0.028855;3e-05
twitter;0.001037;0.014355;1.5e-05
uah;0.001037;0.028855;3e-05
uni;0.001037;0.028855;3e-05
usd;0.001037;0.014355;1.5e-05
usdbusdbusd;0.001037;0.028855;3e-05
usdc;0.001037;0.014355;1.5e-05
usdeurrubuahkzt;0.001037;0.028855;3e-05
usdt;0.001037;0.014355;1.5e-05
uniswap;0.001037;0.028855;3e-05
vk;0.001037;0.058299;6e-05
vpn;0.001037;0.028855;3e-05
walt;0.001037;5.658211;0.005868
whatsapp;0.001037;0.043502;4.5e-05
work;0.001037;2.751321;0.002853
xrp;0.001037;0.028855;3e-05
youtube;0.001037;0.028855;3e-05
comвсе;0.001037;0.028855;3e-05
info;0.001037;0.028855;3e-05
of;0.001037;0.182478;0.000189
ru;0.001037;0.014355;1.5e-05
to;0.001037;0.028855;3e-05
авиабилеты;0.001037;0.028855;3e-05
автосалоны;0.001037;0.028855;3e-05
агентства;0.001037;0.028855;3e-05
администрация;0.001037;0.028855;3e-05
академия;0.001037;0.028855;3e-05
аккаунты;0.001037;0.028855;3e-05
американские;0.001037;0.028855;3e-05
анонимные;0.001037;1.658211;0.00172
аренда;0.002075;0.028855;6e-05
безопасность;0.001037;0.028855;3e-05
белорусские;0.001037;0.028855;3e-05
биржи;0.002075;0.014355;3e-05
биткоин;0.001037;0.014355;1.5e-05
блоги;0.001037;0.014355;1.5e-05
блокчейн;0.001037;0.014355;1.5e-05
быстро;0.002075;0.014355;3e-05
вакансии;0.001037;0.014355;1.5e-05
видео;0.002075;0.028855;6e-05
влияет;0.002075;2.073249;0.004302
волатильные;0.001037;1.658211;0.00172
вопросы;0.002075;0.014355;3e-05
вход;0.001037;0.014355;1.5e-05
выражается;0.001037;1.704015;0.001767
газ;0.001037;0.028855;3e-05
главная;0.001037;0.014355;1.5e-05
данный;0.001037;0.028855;3e-05
децентрализованные;0.001037;0.014355;1.5e-05
дзен;0.001037;0.028855;3e-05
динамика;0.001037;0.727474;0.000754
длительное;0.001037;5.658211;0.005868
добыча;0.001037;3.658211;0.003794
евгений;0.001037;1.704015;0.001767
еще;0.001037;0.014355;1.5e-05
желательно;0.001037;5.073249;0.005261
задать;0.001037;0.014355;1.5e-05
закон;0.001037;0.028855;3e-05
заместитель;0.001037;1.704015;0.001767
значение;0.002075;1.372809;0.002849
игры;0.002075;1.613817;0.003349
идея;0.001037;3.19878;0.003317
изменение;0.001037;2.658211;0.002757
изменения;0.001037;0.058299;6e-05
инвестирование;0.001037;0.028855;3e-05
институциональные;0.001037;0.028855;3e-05
интервью;0.001037;0.028855;3e-05
инфографика;0.001037;0.028855;3e-05
казахстанские;0.001037;0.028855;3e-05
какой;0.001037;2.570749;0.002666
какую;0.002075;1.570749;0.003259
календарь;0.001037;0.028855;3e-05
калькулятор;0.001037;0.028855;3e-05
капитализация;0.002075;0.028855;6e-05
карта;0.001037;0.028855;3e-05
кастодиальные;0.001037;0.014355;1.5e-05
категории;0.001037;1.613817;0.001674
китайские;0.001037;0.028855;3e-05
клуб;0.001037;0.028855;3e-05
книга;0.001037;0.028855;3e-05
количество;0.001037;0.265894;0.000276
конкуренты;0.001037;1.613817;0.001674
копирование;0.002075;0.028855;6e-05
корейские;0.001037;0.028855;3e-05
кошельки;0.002075;0.014355;3e-05
криптобиржи;0.002075;0.028855;6e-05
криптовалюта;0.002075;0.014355;3e-05
криптовалюты;0.002075;0.014355;3e-05
криптопроекты;0.001037;0.028855;3e-05
криптосервисы;0.001037;0.028855;3e-05
крупнейшие;0.001037;4.658211;0.004831
купить;0.002075;0.014355;3e-05
купитьbinance;0.001037;0.13465;0.00014
купитьcoinbase;0.001037;1.265894;0.001313
купитьexmo;0.001037;1.410284;0.001462
купитьgateio;0.001037;0.985786;0.001022
купитьokx;0.001037;1.410284;0.001462
купитьpoloniex;0.001037;0.488286;0.000506
купитьсмотреть;0.001037;1.336283;0.001386
курс;0.002075;0.13465;0.000279
лидеры;0.001037;4.658211;0.004831
ликвидность;0.001037;2.488286;0.00258
лукин;0.001037;1.704015;0.001767
лучше;0.002075;2.19878;0.004562
лучшие;0.002075;0.014355;3e-05
лучший;0.001037;3.658211;0.003794
любая;0.001037;3.850857;0.003993
майнинг;0.001037;0.014355;1.5e-05
медленно;0.001037;0.028855;3e-05
мероприятия;0.001037;0.028855;3e-05
монеты;0.002075;0.014355;3e-05
мониторинг;0.001037;0.028855;3e-05
мы;0.001037;0.028855;3e-05
наименее;0.001037;1.658211;0.00172
начинающим;0.001037;4.336283;0.004497
невозможно;0.001037;3.336283;0.00346
